species,long,short,version,platform,type,folder,bioproject,species2,base,nseq,size,libray,type,model,taxon,coverage,down,dummy,genomesize,host,inref,min_read,plastid,range1,range2,range3,dimred,readsel,bench_ptgaul,bench_pmat,bench_tippo,bench_oatk,ptgaul_ref,mt_ref,random,random_seed,status
Vitellaria_paradoxa-0,SRR15665722,NA,3,PACBIO_SMRT,NA,Vitellaria_paradoxa,PRJNA729422,Vitellaria_paradoxa,7865364162,10395,1892,WGA,GENOMIC,Sequel II,Vitellaria paradoxa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Vitellaria paradoxa,493,493,done
Paulownia-0,SRR14242696,NA,3,PACBIO_SMRT,NA,Paulownia,PRJNA715303,Paulownia,162596295958,23190,39074,WGS,GENOMIC,Sequel II,Paulownia,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Paulownia,971,971,done
Oryza_sativa-0,SRR14269770,NA,3,PACBIO_SMRT,NA,Oryza_sativa,PRJNA719383,Oryza_sativa,29632183744,10295,7131,WGS,GENOMIC,Sequel,Oryza sativa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa,755,755,done
Pyrus_betulifolia-0,SRR8961023,NA,3,PACBIO_SMRT,NA,Pyrus_betulifolia,PRJNA529328,Pyrus_betulifolia,6292413815,9722,1514,WGA,GENOMIC,Sequel,Pyrus betulifolia,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Pyrus betulifolia,151,151,done
Dioscorea_alata-0,SRR13615794,NA,3,PACBIO_SMRT,NA,Dioscorea_alata,PRJNA666450,Dioscorea_alata,8222360099,9712,1979,WGS,GENOMIC,Sequel,Dioscorea alata,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Dioscorea alata,113,113,done
Prunus_armeniaca-0,ERR4093217,NA,3,PACBIO_SMRT,NA,Prunus_armeniaca,PRJEB37669,Prunus_armeniaca,7010768985,8065,1688,WGS,GENOMIC,Sequel,Prunus armeniaca,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Prunus armeniaca,991,991,done
Stemona_tuberosa-0,SRR25078384,NA,3,PACBIO_SMRT,NA,Stemona_tuberosa,PRJNA985082,Stemona_tuberosa,11136228806,11622,2693,WGS,GENOMIC,Sequel,Stemona tuberosa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Stemona tuberosa,607,607,done
Citrus_australasica-0,SRR22017991,NA,3,PACBIO_SMRT,NA,Citrus_australasica,PRJNA860018,Citrus_australasica,210964170002,20909,50707,WGS,GENOMIC,Sequel II,Citrus hindsii,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Citrus hindsii,939,939,done
Aegilops_tauschii-0,SRR17194743,NA,3,PACBIO_SMRT,NA,Aegilops_tauschii,PRJNA787929,Aegilops_tauschii,22654626475,14378,16426,WGS,GENOMIC,Sequel II,Aegilops tauschii,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Aegilops tauschii,255,255,done
Elaeocarpus_petiolatus-0,SRR31035705,NA,3,PACBIO_SMRT,NA,Elaeocarpus_petiolatus,PRJNA1173526,Elaeocarpus_petiolatus,11230546817,17234,3907,WGS,GENOMIC,Sequel II,Elaeocarpus petiolatus,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Elaeocarpus petiolatus,261,261,done
Cyperus_iria-0,SRR30588108,NA,3,PACBIO_SMRT,NA,Cyperus_iria,PRJNA1157994,Cyperus_iria,18511980401,18445,7553,WGS,GENOMIC,Sequel II,Cyperus iria,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Cyperus iria,185,185,done
Hordeum_vulgare_001-0,ERR6750460,NA,3,PACBIO_SMRT,NA,Hordeum_vulgare,PRJEB47552,Hordeum_vulgare,138801035865,17782,33369,WGS,GENOMIC,Sequel II,Hordeum vulgare,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Hordeum vulgare,763,763,done
Prosopis_cineraria-0,SRR19213346,NA,3,PACBIO_SMRT,NA,Prosopis_cineraria,PRJNA838117,Prosopis_cineraria,4868493420,7158,1172,WGS,GENOMIC,Sequel,Prosopis cineraria,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Prosopis cineraria,163,163,done
Morus_indica-0,SRR12443570,NA,3,PACBIO_SMRT,NA,Morus_indica,PRJNA656912,Morus_indica,37517403658,17514,9026,WGS,GENOMIC,Sequel,Morus indica,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Morus indica,317,317,done
Gossypium_hirsutum-0,SRR8656498,NA,3,PACBIO_SMRT,NA,Gossypium_hirsutum,PRJNA524970,Gossypium_hirsutum,9220152045,10907,2218,WGS,GENOMIC,Sequel,Gossypium hirsutum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Gossypium hirsutum,625,625,done
Yponomeuta_padella-0,ERR11939307,NA,3,PACBIO_SMRT,NA,Yponomeuta_padella,PRJEB54719,Yponomeuta_padella,99951628878,18467,33396,WGS,GENOMIC,Sequel,IIe Yponomeuta cagnagella,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,IIe Yponomeuta cagnagella,885,885,done
Vanilla_planifolia-0,SRR15412649,NA,3,PACBIO_SMRT,NA,Vanilla_planifolia,PRJNA753216,Vanilla_planifolia,27722923193,14943,9106,WGS,GENOMIC,Sequel II,Vanilla planifolia,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Vanilla planifolia,145,145,done
Pueraria_montana-0,SRR20067679,NA,3,PACBIO_SMRT,NA,Pueraria_montana,PRJNA855556,Pueraria_montana,138627792359,14219,33468,WGS,GENOMIC,Sequel,Pueraria montana,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Pueraria montana,915,915,done
Sesamum_indicum-0,SRR8627940,NA,3,PACBIO_SMRT,NA,Sesamum_indicum,PRJNA524019,Sesamum_indicum,6061296179,12100,1458,WGA,GENOMIC,Sequel,Sesamum indicum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Sesamum indicum,547,547,done
Brassica_rapa-9,SRR12206331,NA,3,PACBIO_SMRT,NA,Brassica_rapa,PRJNA645752,Brassica_rapa,11553894651,11252,2780,WGS,GENOMIC,Sequel,Brassica rapa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Brassica rapa,533,533,done
Rhododendron_bailiense-0,SRR26128797,NA,3,PACBIO_SMRT,NA,Rhododendron_bailiense,PRJNA1018501,Rhododendron_bailiense,36777064517,18229,8851,WGS,GENOMIC,Sequel II,Rhododendron bailiense,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Rhododendron bailiense,679,679,done
Miscanthus_floridulus-0,SRR10838722,NA,3,PACBIO_SMRT,NA,Miscanthus_floridulus,PRJNA598249,Miscanthus_floridulus,9370047987,8873,2255,WGS,GENOMIC,Sequel,Miscanthus floridulus,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Miscanthus floridulus,237,237,done
Phragmites_australis-0,SRR27386602,NA,3,PACBIO_SMRT,NA,Phragmites_australis,PRJNA1055898,Phragmites_australis,0,0,0,WGS,GENOMIC,Sequel II,Phragmites australis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Phragmites australis,243,243,done
Lupinus_albus-0,SRR10615908,NA,3,PACBIO_SMRT,NA,Lupinus_albus,PRJNA575804,Lupinus_albus,6670776628,10071,1605,WGS,GENOMIC,Sequel,Lupinus albus,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Lupinus albus,519,519,done
Prunus_cerasus-0,SRR23054816,NA,3,PACBIO_SMRT,NA,Prunus_cerasus,PRJNA922242,Prunus_cerasus,11366022551,15879,2732,WGS,GENOMIC,Sequel II,Prunus cerasus,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Prunus cerasus,687,687,done
Oryza_australiensis-0,SRR10604180,NA,3,PACBIO_SMRT,NA,Oryza_australiensis,PRJNA591699,Oryza_australiensis,10211079622,16285,2455,WGS,GENOMIC,Sequel,Oryza australiensis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza australiensis,653,653,done
Campanula_takesimana-0,SRR11782409,NA,3,PACBIO_SMRT,NA,Campanula_takesimana,PRJNA630544,Campanula_takesimana,76329848003,11712,18379,WGS,GENOMIC,Sequel,Campanula takesimana,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Campanula takesimana,181,181,done
Oryza_sativa_Indica_Group-0,SRR10302215,NA,3,PACBIO_SMRT,NA,Oryza_sativa_Indica_Group,PRJNA565481,Oryza_sativa_Indica_Group,9246873236,18264,2222,WGS,GENOMIC,Sequel,Oryza sativa Indica Group,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa Indica Group,331,331,done
Sophora_flavescens-0,SRR22053581,NA,3,PACBIO_SMRT,NA,Sophora_flavescens,PRJNA892268,Sophora_flavescens,60918979444,9048,14666,WGS,GENOMIC,Sequel,Sophora flavescens,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Sophora flavescens,287,287,done
Rana_muscosa-0,SRR12358173,NA,3,PACBIO_SMRT,NA,Rana_muscosa,PRJNA627939,Rana_muscosa,782110684242,13955,188220,WGS,GENOMIC,Sequel II,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zea mays,271,271,done
Sophora_flavescens_001-0,SRR22053580,NA,3,PACBIO_SMRT,NA,Sophora_flavescens,PRJNA892263,Sophora_flavescens,126364465629,9561,30417,WGS,GENOMIC,Sequel,Sophora flavescens,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Sophora flavescens,177,177,done
Oryza_malampuzhaensis-0,SRR15989943,NA,3,PACBIO_SMRT,NA,Oryza_malampuzhaensis,PRJNA757598,Oryza_malampuzhaensis,155292900658,19973,37326,WGS,GENOMIC,Sequel II,Oryza malampuzhaensis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza malampuzhaensis,417,417,done
Acer_truncatum-0,SRR13791281,NA,3,PACBIO_SMRT,NA,Acer_truncatum,PRJNA665613,Acer_truncatum,479852336820,16087,115409,WGS,GENOMIC,Sequel,Acer truncatum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Acer truncatum,579,579,done
Amorphophallus_konjac-0,SRR14741665,NA,3,PACBIO_SMRT,NA,Amorphophallus_konjac,PRJNA734512,Amorphophallus_konjac,154095802820,20099,37038,WGS,GENOMIC,Sequel II,Amorphophallus konjac,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Amorphophallus konjac,977,977,done
Malus_fusca-0,ERR14104112,NA,3,PACBIO_SMRT,NA,Malus_fusca,PRJEB77885,Malus_fusca,0,0,0,WGS,GENOMIC,Sequel II,Malus fusca,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Malus fusca,167,167,done
Jatropha_curcas-0,SRR10736508,NA,3,PACBIO_SMRT,NA,Jatropha_curcas,PRJNA596547,Jatropha_curcas,10298218060,9196,2479,WGA,GENOMIC,Sequel II,Jatropha curcas,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Jatropha curcas,107,107,done
Aquilegia_eximia-0,SRR19156777,NA,3,PACBIO_SMRT,NA,Aquilegia_eximia,PRJNA834133,Aquilegia_eximia,10834211493,13506,6787,WGS,GENOMIC,Sequel II,Aquilegia eximia,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Aquilegia eximia,125,125,done
Acmispon_strigosus-0,SRR25692705,NA,3,PACBIO_SMRT,NA,Acmispon_strigosus,PRJNA1006772,Acmispon_strigosus,24907853165,13155,15128,WGS,GENOMIC,Sequel II,Acmispon strigosus,1,10,dummy,0,viola,family,3000,TRUE,0:2000:250,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Acmispon strigosus,901,901,done
Lycium_barbarum-0,SRR12073394,NA,3,PACBIO_SMRT,NA,Lycium_barbarum,PRJNA640228,Lycium_barbarum,17190745725,16198,4133,WGS,GENOMIC,Sequel II,Lycium barbarum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Lycium barbarum,715,715,done
Cynanchum_wilfordii-0,SRR11730041,NA,3,PACBIO_SMRT,NA,Cynanchum_wilfordii,PRJNA629074,Cynanchum_wilfordii,36266316747,6173,8747,WGS,GENOMIC,Sequel,Cynanchum wilfordii,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,180000,0.1,onthq,30,NA,Cynanchum wilfordii,655,655,done
Sorghum_bicolor-0,ERR4129128,NA,3,PACBIO_SMRT,NA,Sorghum_bicolor,PRJEB38207,Sorghum_bicolor,10560852867,16258,2539,WGS,GENOMIC,Sequel,Sorghum bicolor,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,180000,0.1,onthq,30,NA,Sorghum bicolor,681,681,done
Albizia_julibrissin-0,SRR26117247,NA,3,PACBIO_SMRT,NA,Albizia_julibrissin,PRJNA1005079,Albizia_julibrissin,103958047170,22755,41166,WGS,GENOMIC,Sequel II,Albizia julibrissin,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,180000,0.1,onthq,30,NA,Albizia julibrissin,671,671,done
Bouteloua_dactyloides-0,SRR24301578,NA,3,PACBIO_SMRT,NA,Bouteloua_dactyloides,PRJNA961767,Bouteloua_dactyloides,140606683101,13710,33820,WGS,GENOMIC,Sequel,Bouteloua dactyloides,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,180000,0.1,onthq,30,NA,Bouteloua dactyloides,855,855,done
Gossypium_hirsutum_001-0,SRR19850774,NA,3,PACBIO_SMRT,NA,Gossypium_hirsutum,PRJNA846595,Gossypium_hirsutum,243827029518,18084,58639,WGS,GENOMIC,Sequel II,Gossypium hirsutum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,180000,0.1,onthq,30,NA,Gossypium hirsutum,341,341,done
Piper_nigrum-0,SRR8820206,NA,3,PACBIO_SMRT,NA,Piper_nigrum,PRJNA529758,Piper_nigrum,103720455796,7599,24980,WGA,GENOMIC,Sequel,Piper nigrum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,180000,0.1,onthq,30,NA,Piper nigrum,319,319,done
Lagerstroemia_speciosa-0,SRR28285167,NA,3,PACBIO_SMRT,NA,Lagerstroemia_speciosa,PRJNA1086200,Lagerstroemia_speciosa,5380607055,6894,1310,WGS,GENOMIC,Sequel II,Lagerstroemia speciosa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,180000,0.1,onthq,30,NA,Lagerstroemia speciosa,415,415,done
Oryza_sativa_Japonica_Group_001-0,SRR31919601,NA,3,PACBIO_SMRT,NA,Oryza_sativa_Japonica_Group,PRJNA1197065,Oryza_sativa_Japonica_Group,27656995550,13293,17908,WGS,GENOMIC,Sequel II,Oryza sativa Japonica Group,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,200000,0.1,onthq,30,NA,Oryza sativa Japonica Group,497,497,done
Magnolia_kwangsiensis-0,SRR27346364,NA,3,PACBIO_SMRT,NA,Magnolia_kwangsiensis,PRJNA1057110,Magnolia_kwangsiensis,137881225094,22635,50589,WGS,GENOMIC,Sequel II,Magnolia kwangsiensis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,200000,0.1,onthq,30,NA,Magnolia kwangsiensis,269,269,done
Spinacia_oleracea-0,DRR251555,NA,3,PACBIO_SMRT,NA,Spinacia_oleracea,PRJDB10697,Spinacia_oleracea,25734468849,17305,6184,WGS,GENOMIC,Sequel,Spinacia oleracea,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Spinacia oleracea,371,371,done
Tamarix_chinensis-0,SRR19973003,NA,3,PACBIO_SMRT,NA,Tamarix_chinensis,PRJNA855314,Tamarix_chinensis,213540198223,28809,51297,WGS,GENOMIC,Sequel II,Tamarix chinensis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Tamarix chinensis,527,527,done
Paulownia_fortunei-0,SRR13838018,NA,3,PACBIO_SMRT,NA,Paulownia_fortunei,PRJNA689913,Paulownia_fortunei,233410125410,20224,56105,WGS,GENOMIC,Sequel II,Paulownia fortunei,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Paulownia fortunei,353,353,done
Asterella_californica-0,SRR29696845,NA,3,PACBIO_SMRT,NA,Asterella_californica,PRJNA1126717,Asterella_californica,29107657785,13313,18623,WGS,GENOMIC,Sequel II,Asterella californica,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Asterella californica,523,523,done
Zoysia_japonica-0,SRR26800375,NA,3,PACBIO_SMRT,NA,Zoysia_japonica,PRJNA1036829,Zoysia_japonica,163966564061,20303,39488,WGS,GENOMIC,Sequel II,Zoysia japonica,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zoysia japonica,645,645,done
Oryza_ridleyi-0,SRR13358908,NA,3,PACBIO_SMRT,NA,Oryza_ridleyi,PRJNA687623,Oryza_ridleyi,16423296493,23585,3946,WGS,GENOMIC,Sequel II,Oryza ridleyi,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza ridleyi,837,837,done
Oryza_sativa_Indica_Group_001-0,SRR10188371,NA,3,PACBIO_SMRT,NA,Oryza_sativa_Indica_Group,PRJNA573706,Oryza_sativa_Indica_Group,30711472284,19529,21614,WGS,GENOMIC,Sequel II,Drosophila melanogaster,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Drosophila melanogaster,807,807,done
Oryza_sativa_Japonica_Group_002-0,SRR10356263,NA,3,PACBIO_SMRT,NA,Oryza_sativa_Japonica_Group,PRJNA424001,Oryza_sativa_Japonica_Group,6651380255,11397,1600,WGS,GENOMIC,Sequel,Oryza sativa Japonica Group,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa Japonica Group,325,325,done
Setaria_italica-0,SRR13196970,NA,3,PACBIO_SMRT,NA,Setaria_italica,PRJNA675302,Setaria_italica,108594112146,12574,26127,WGA,GENOMIC,Sequel II,Setaria viridis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Setaria viridis,313,313,done
Zea_mays_002-0,SRR33234446,NA,3,PACBIO_SMRT,NA,Zea_mays,PRJNA1253615,Zea_mays,23729793317,12172,5707,WGS,GENOMIC,Sequel,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,20,NA,Zea mays,959,959,done
Fragaria_nubicola-0,SRR11886730,NA,3,PACBIO_SMRT,NA,Fragaria_nubicola,PRJNA634576,Fragaria_nubicola,29810144433,9961,7179,WGS,GENOMIC,Sequel,Fragaria nilgerrensis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Fragaria nilgerrensis,407,407,done
Zea_mays_003-0,SRR29209691,NA,3,PACBIO_SMRT,NA,Zea_mays,PRJNA1117575,Zea_mays,109642594110,12035,76813,WGS,GENOMIC,Sequel II,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zea mays,303,303,done
Oryza_sativa_001-0,SRR10121034,NA,3,PACBIO_SMRT,NA,Oryza_sativa,PRJNA564911,Oryza_sativa,48573793657,10521,11697,WGS,GENOMIC,Sequel,Oryza sativa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa,419,419,done
Drosophila_melanogaster-0,SRR10188371,NA,3,PACBIO_SMRT,NA,Drosophila_melanogaster,PRJNA573706,Drosophila_melanogaster,30711472284,19529,21614,WGS,GENOMIC,Sequel II,Drosophila melanogaster,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Drosophila melanogaster,409,409,done
